vessel_id,distance_to_port_km,speed_knots,avg_speed_last_1hr,acceleration,heading_change,engine_health,port_id,wind_speed_kmph,wave_height_m,visibility_km,weather_severity,port_id,port_name,current_queue,berth_capacity,actual_eta_minutes
V00023,619.6820646436754,23.458170488902837,13.550403570275277,-0.2119055388324691,23.18875475733545,0.8650177945368646,P017,6.854747642822749,1.4090214533032126,8.747508151658813,0.18753207694859875,P017,Dhamra,12,13,922.24
V00024,764.4055944226989,8.139793233611156,19.440390942900866,0.5342385305727939,17.400300528195434,0.9005053122013945,P007,10.328971275608346,0.7900857064391826,5.269216700810896,0.2505777591691444,P007,Ennore,12,17,3096.28
V00025,939.3364692232201,20.51339645373045,17.023734777537076,0.8027056869185687,4.638192532247923,0.7474954963225564,P012,20.280349180403036,0.22077913364375013,2.432128371019483,0.3688795332932241,P012,Goa,0,7,1504.69
V00026,1581.0931247163765,10.586514077631781,14.552211027472953,-0.07332378562459052,15.46178914179741,0.9360930016685256,P016,38.94835919731286,0.31889409410042746,7.3044341935812165,0.46465451437486616,P016,Dahej,1,14,4859.33
V00027,439.36387520880146,23.5079035739932,10.534526068388182,-0.8579972948648276,7.833262225734266,0.7961173956745103,P013,27.370200272142235,1.6259929627968852,7.466419203853084,0.4327731494974864,P013,Karwar,12,17,669.0
V00028,1052.7571549065426,23.17753097302806,8.37636577001648,0.8199259281768647,7.569675736292084,0.885958380147302,P008,11.18487192627299,1.67047556606742,3.819522865032063,0.34682329969991665,P008,Paradip,14,10,1570.5
V00029,1205.2084092809828,19.116319488277377,11.720189518990775,-0.5389461753791173,24.885877481474562,0.7344039475726025,P012,15.29624210301506,2.290707174199264,5.285756718312547,0.39996109827718396,P012,Goa,7,7,2125.15
V00030,140.57830480399556,19.427980546610286,9.827013867467581,-0.9746676921184272,11.41933271878304,0.7964260723470901,P017,16.24532609283909,3.549704227437033,6.587392548298964,0.4673523584582138,P017,Dhamra,12,13,311.97
V00031,1234.7124612078048,8.090765413484705,21.35256552448807,0.39492056977503975,13.521714101724122,0.8946601879199925,P016,6.1455049337750856,4.555797210792364,6.770254123698355,0.4297697809166081,P016,Dahej,14,14,5021.2
V00032,382.5220411902185,24.742816623931233,9.912465282836052,-1.2286389990289488,25.28894213340355,0.7822618396870752,P016,6.42616755438723,1.1862300483525434,6.088923940806483,0.22156519995124552,P016,Dahej,14,14,576.22
V00033,176.85060632129506,22.923154260788845,20.311880034216216,1.4140580252581647,2.6337187715652766,0.9640936590249451,P010,5.9357889394945795,4.555489059593936,4.913571688582154,0.46478572626289844,P010,JNPT,7,16,291.57
V00034,1900.3267976439997,23.216805837411563,14.556197726193405,0.39719179323641085,17.838535592731485,0.8983685198330261,P001,20.866565509476676,0.8339371667482065,2.5505604852047146,0.4132502565072196,P001,Mumbai,13,7,2779.66
V00035,1932.9824644953908,19.207157129864825,9.24743262564419,1.4576865627652675,17.346470441191133,0.9610835179890387,P017,26.967443469588332,5.932161724139238,2.178268921887314,0.8215865045340863,P017,Dhamra,13,13,3346.64
V00036,1626.3748288270992,13.861377787127122,21.816410840336957,-0.48331972956409186,12.756437078000257,0.8186172106753362,P005,23.628827384433066,1.7102026984956804,5.67627790462822,0.4367762289848116,P005,Kandla,6,9,3861.59
V00037,643.9968498880728,23.192027034538174,17.853719694022427,1.4136154835711938,24.89323924272279,0.7101955427874025,P004,39.11068741813394,5.0240100882248955,3.623541335694412,0.853570053349111,P004,Visakhapatnam,3,18,946.81
V00038,240.46062231244855,12.955787778570269,12.007945718680741,-1.0633132568141292,28.28670184007078,0.8728419890065309,P003,5.0349828903060745,1.14279496733492,9.507910762678879,0.1363779448051445,P003,Kochi,1,6,620.48
V00039,1384.254401698706,17.56609623681745,23.209579963655354,-1.3779156829589145,13.960075857408324,0.8017580508176116,P001,39.458976252110205,5.70385668262354,7.123336141849933,0.8323801518590062,P001,Mumbai,1,7,2594.47
V00040,908.2973627922225,9.695426529846001,8.769391335799375,-1.4010478186361923,13.68441152995199,0.834456512776706,P008,18.666957355515677,4.959760711273272,6.684064941737713,0.5836389888052873,P008,Paradip,11,10,3125.22
V00041,287.9745579473187,23.67324571225675,11.43093333936197,-0.10538888820231884,15.061911890122342,0.9043330641768246,P019,8.745311511085507,2.1563355632822048,5.2524148188928,0.32616052295181275,P019,Gangavaram,9,5,515.71
V00042,1015.5949747169768,10.393097782110626,20.784797772699637,-1.2509874075642156,21.693720924991847,0.9101994001212614,P004,37.731233040230286,2.5288303565691272,4.636202074744858,0.6531769793453476,P004,Visakhapatnam,5,18,3205.67
V00043,117.05761617467587,11.823245697416922,20.059424815268116,0.036503652502805295,20.04180872096887,0.7082669244597446,P014,18.744532405783705,0.023027961137856545,3.438463727123926,0.320211246924549,P014,Porbandar,8,11,385.67
V00044,1823.174784053625,17.488280688179657,12.917618793316127,-0.5174984894732986,6.685048476206612,0.930790801851884,P020,13.893878208420816,1.508593465877795,2.4811446792569996,0.3898887862242545,P020,Sundarbans,4,7,3426.22
V00045,554.620964120033,20.989581003620685,9.054422880997313,-0.4931130225776532,1.9168604579802995,0.8480556744868236,P001,8.552404152718264,1.7357787357117092,7.07598113764729,0.2597230011550175,P001,Mumbai,14,7,989.93
V00046,1341.9184544902648,18.52897220091708,22.587327227824044,0.40682698963550923,28.47762389450368,0.867009631997365,P017,10.715018044632085,2.716432193759571,8.233603608996315,0.323573587850366,P017,Dhamra,6,13,2389.03
V00047,657.8365983743514,11.946276517602655,13.332859847188343,-1.0107059815451396,7.832092792011128,0.7893982555569558,P004,39.168780409088775,0.8342988839710002,8.862101331422437,0.4700657030605057,P004,Visakhapatnam,2,18,1813.2
V00048,1064.132641296731,8.016031722967336,11.327128053780509,0.7996601110191932,19.15790054071775,0.8262501358001743,P006,12.158937596190974,2.872601328733496,7.794462651616132,0.35720687817848684,P006,Tuticorin,5,6,4368.44
V00049,1116.0850447193952,20.871559865226466,16.77305098013661,0.24609275933590435,24.853140082311672,0.9131125401937995,P014,39.1122369503842,4.010810912515512,9.17560705518559,0.6749976225678311,P014,Porbandar,8,11,1799.78
V00050,410.4661882747777,24.748524540488592,23.473862387801603,1.2448338865425326,9.008302516415588,0.9330141408832775,P013,13.208599464483486,2.227693788859911,9.8624520917313,0.2833498720675363,P013,Karwar,3,17,559.09
V00051,1940.6900241408891,21.768523045203537,8.740291823337381,-0.4054780386974297,19.063002409707863,0.8161318543503934,P004,9.256738623542478,1.393171653393156,9.693343743311114,0.1915786215954129,P004,Visakhapatnam,3,18,2911.37
V00052,1561.5090055541734,15.82351250866246,21.018669496525092,1.4481449762013767,3.2370072344767475,0.907335259795399,P011,7.334567316073892,3.2862989217233682,6.737842267540339,0.35767542259149004,P011,Mangalore,3,15,3223.5
V00053,1882.0229360501687,23.364043443784812,17.73204487495805,0.2274829401420697,29.09794333126982,0.7774130505065314,P018,16.47418021095988,0.17402341776166197,3.7936000260135723,0.3004713627734381,P018,Kakinada,2,16,2635.1
V00054,1794.9133333339153,14.96741044301195,15.232634981380887,1.4202058685626016,1.7447482515187762,0.9496067995532546,P016,9.472257941401088,2.045024704658688,2.8508434597946266,0.3740406905286976,P016,Dahej,8,14,3932.67
V00055,1215.904958681616,16.923879432138946,20.64936754978602,-1.418818037858654,13.14524021522929,0.8829442716722096,P004,27.877518553082123,3.165541457448084,9.95139998485135,0.49078328299699986,P004,Visakhapatnam,10,18,2380.35
V00056,1847.6547582950777,16.111206045726615,24.41901521550775,0.683928967237164,16.1045772618007,0.9325559548200685,P020,9.590869414559137,2.0150568971911342,4.467121851484466,0.340903383595311,P020,Sundarbans,13,7,3839.73
V00057,222.560379001243,15.609605835313925,11.896505589765747,0.9498645728782087,23.71445335990092,0.8431464556953542,P010,33.41587379991476,2.0725885565851665,2.271768474039334,0.6268959389573721,P010,JNPT,4,16,502.0
V00058,432.16658171733314,21.1782430779964,10.442005206226034,-1.3404801399705373,3.633855512172637,0.7687327854945866,P015,33.36045033952668,5.08977997582322,5.128368771261979,0.7703557930249086,P015,Hazira,3,14,706.33
V00059,138.19321337554925,16.955071423581366,23.51898966878585,0.23690899204873705,13.224239215655297,0.8287693339940931,P014,11.421054961922646,5.603950723170987,7.984797882005363,0.528111306857185,P014,Porbandar,2,11,297.66
V00060,684.3941449883655,13.384191074428674,19.372202316774164,0.9058268807683452,8.99134708630357,0.8144456183434962,P014,30.141605219473192,4.964355884091952,9.126399891945777,0.6498451132952799,P014,Porbandar,4,11,1705.36
V00061,807.92071489449,12.388688850194132,15.44576236655342,0.18311617566921834,9.360321470800201,0.7998149630320477,P015,34.30183503917813,0.5932047004709351,5.820510773133196,0.46615511496051304,P015,Hazira,4,14,2151.91
V00062,579.130611959097,8.641704388446367,17.745412694492813,-1.3085592287836,23.363637481957525,0.7636521243224434,P017,23.605313757485863,1.7384546662859777,4.352231320982131,0.4649054889076145,P017,Dhamra,5,13,2217.62
V00063,1666.0381428462622,17.914317752011783,20.67543638799615,0.5803417226949343,0.16382835095499426,0.9277501425639418,P019,14.653296434562195,4.267766200149989,8.227233611954134,0.4665060387832052,P019,Gangavaram,4,5,3077.86
V00064,745.6689870524991,11.909344061817581,21.141542277997193,-1.318209255980074,22.47250924007899,0.7259054983961681,P003,17.638687468507165,5.846356770015949,6.030146819928147,0.645541056287572,P003,Kochi,7,6,2128.8
V00065,597.8222938903925,10.518276674278512,23.638201073922396,0.9524066850493154,24.311952903693186,0.9662682789657502,P020,31.449154601391275,1.453689290820484,2.688236729583946,0.5576394308102661,P020,Sundarbans,11,7,1953.72
V00066,1108.2573621585846,19.115109385070518,15.256327411225584,-1.3708974500799167,27.04086731526207,0.752507416869326,P003,11.732698559872565,5.389262874535803,9.10199765105332,0.4945712242133795,P003,Kochi,1,6,1913.08
V00067,324.80223870078714,19.58055738296633,12.987985470329715,-1.0878078569688876,18.806454096914504,0.9939620955554624,P002,13.37849337504776,4.4340899229784085,7.246456373019828,0.4844618011553083,P002,Chennai,4,5,600.18
V00068,1614.2841124703773,20.78663316838032,18.874292535427312,-0.6746772284301945,10.003659848167237,0.9965404144261223,P005,6.4313734503140285,5.900702198277193,2.2944969483747846,0.6118039420874575,P005,Kandla,1,9,2541.13
V00069,195.3737551755531,16.560807237756055,15.067374287752017,0.4000943767824001,12.81704197646612,0.8195161123723456,P006,15.962096120520105,0.5615128904504045,2.0724539123487755,0.3556060756549192,P006,Tuticorin,12,6,520.09
V00070,1974.4295263710087,23.19892828846607,18.108173717132622,1.429077298893918,29.092082468622877,0.9963463217896789,P009,3.460605289979437,2.368474489158224,2.70177258861263,0.33846890040475675,P009,Haldia,2,16,2775.1
V00071,1555.877300128482,23.91782680776987,15.139758573751152,-1.1465314421401969,26.435604793075566,0.960720555184218,P010,12.84137763956446,2.8686900140070026,8.575643134169635,0.3481469146460521,P010,JNPT,13,16,2168.25
V00072,437.4955789916362,21.72530597647232,10.600928373528966,-1.0718769923582447,13.905777272983261,0.7247290830839996,P001,14.93917523791428,4.0324957514674695,5.850461531522201,0.5012155718465301,P001,Mumbai,4,7,712.74
V00073,60.768128391024675,18.805089194139182,15.980254778202294,-0.39338880989705904,28.291890213327672,0.9841985690885855,P003,10.219165296965285,3.923832217650774,4.682409562445631,0.4701322762307919,P003,Kochi,11,6,229.43
V00074,1640.1497854869267,13.163256211050207,19.74560297299756,1.0086574132659605,24.688646262193767,0.7127543157713783,P005,4.054324765399526,5.4380720682853845,3.994347299007824,0.5231944395595312,P005,Kandla,3,9,4083.92
V00075,1428.3718205028533,24.71006366754376,21.587824730350047,-0.09830714174755739,27.032695849793843,0.7545742881217321,P009,20.866689702462203,5.032038735529991,6.0548638723060035,0.6230388686138347,P009,Haldia,9,16,1935.0
V00076,1471.5639776799253,12.660314842262952,16.386546705541296,-0.535168199232535,20.48931703727763,0.8753786622540023,P001,34.60324679021883,0.3322360134970779,2.6643217985461485,0.5148950994977373,P001,Mumbai,9,7,3863.27
V00077,1553.9771760375943,11.445167673837329,10.809044133576815,0.18361149662658383,25.72962130385985,0.724221153520004,P017,13.425789832018818,2.919240738059323,6.937443680247322,0.3901250739191966,P017,Dhamra,13,13,4481.52
V00078,194.3870708814762,15.516619934371906,15.049691064040337,-0.7184304076627499,26.75298424002977,0.7485183270968107,P008,9.472062856805547,2.4423673813145976,5.044219105956629,0.35666073853656277,P008,Paradip,6,10,462.62
V00079,749.0081706613316,8.966289702110604,21.366996790308868,-0.2965202782574372,2.760497536220142,0.9860475361336716,P014,11.401528707620137,5.982867519152249,8.867520262443978,0.5355227164374717,P014,Porbandar,8,11,2766.61
V00080,275.94466607400295,24.634405899420443,15.018607600490238,-0.5021845523038744,28.956509299819757,0.9984063654662825,P016,34.47548725216947,2.5635491654669478,8.035414833581138,0.5549498535478685,P016,Dahej,10,14,422.47
V00081,1733.0516804574074,18.00337045907922,19.841023491271777,0.912423067243938,10.0083929629219,0.9394409625340892,P009,21.112303584311903,4.095714840016118,2.146929404592184,0.64123210375235,P009,Haldia,13,16,3189.07
V00082,1265.431347313738,17.46818555829098,16.622632588527527,1.2727671793140023,13.196985287500663,0.8545628174394109,P016,5.2316140508309905,1.7065765988033434,3.3319845070354326,0.2994482236211575,P016,Dahej,0,14,2361.74
V00083,695.2511484626659,19.148536758295236,12.100793126859744,0.7787165764707353,23.75711277578446,0.9700902807075026,P016,28.3688659622185,3.687773735504261,5.792276111607539,0.613694719756985,P016,Dahej,5,14,1217.33
V00084,173.9387830577461,16.449402012212513,21.534558636392262,-0.18274927191004942,19.94688916717493,0.7335696312650706,P016,6.174757329337979,1.2397985317106,7.269442121278507,0.19901196631518298,P016,Dahej,4,14,376.35
V00085,656.4155273455412,8.545079790607208,9.43162871920168,0.013004932489991461,26.79179737308172,0.9828675607735027,P006,2.409776117689466,3.6216399338976712,7.721007596768444,0.31112027150137056,P006,Tuticorin,1,6,2508.72
V00086,684.1074779521567,18.409291910286747,16.92313480683756,-1.124778918211693,12.017212523303165,0.8054658782366296,P007,10.227395059916692,5.209141431527886,8.52994610374817,0.47895112395939593,P007,Ennore,3,17,1236.66
V00087,1472.732047759225,20.17495590825932,11.551147582137883,0.7405941334036132,11.198644910284758,0.9584468173699583,P005,6.723607180670634,0.11542674867532265,2.3937489172806847,0.2270562100394475,P005,Kandla,10,9,2440.09
V00088,1293.2370691426656,15.084734030608903,9.140115685203387,0.28942703818513227,0.9506654862395902,0.9005120217956173,P004,24.199898974986723,3.027518457236076,2.1478656001058116,0.6008762415634894,P004,Visakhapatnam,11,18,2836.15
V00089,1780.0648480238367,20.87402472521028,16.54987693041523,1.2073199884123094,13.881761300089742,0.9880822912167166,P014,19.382656293601674,5.894223746138387,6.804045866445851,0.6506938953496588,P014,Porbandar,13,11,2853.65
V00090,970.8191040658011,11.85902208875315,16.4925566508937,-0.8981665692745404,21.722123109873262,0.9594033843387455,P019,28.962582019714688,0.9555751346899204,7.790615577555637,0.39751851762536217,P019,Gangavaram,1,5,2677.71
V00091,283.2087795796883,11.761702048125128,20.017315328487253,0.7791783657978364,9.035361528786481,0.9663693440652719,P011,20.462842010409833,1.1004739682933304,8.293568979529134,0.31212197173307105,P011,Mangalore,8,15,822.8
V00092,1440.8273350848403,10.744088790688757,20.660761781882385,0.5540149851575693,13.881795410215243,0.8895263068360091,P007,16.760237408375506,2.824942326609258,3.245724676576269,0.49101736899284687,P007,Ennore,10,17,4399.07
V00093,1533.53084480295,14.323910916415752,20.372455307779248,-0.7024633985707435,6.581933054558341,0.9499475592928828,P006,21.048747617509722,5.225959081961456,9.749888137348501,0.5638869855588909,P006,Tuticorin,9,6,3577.41
V00094,1144.4905352605176,22.39920460161442,14.962498459584836,0.5021359186224754,23.18363417614382,0.9271393452284016,P010,17.379444523511115,3.376557656622686,3.8354327055570785,0.5221896348988153,P010,JNPT,6,16,1696.43
V00095,1553.386000911394,22.074505056534093,18.738726382851564,1.2731201417299487,1.815346840234413,0.7484869392711662,P018,1.4834757565615808,3.0522518674235046,4.002643039606643,0.3382653546017166,P018,Kakinada,14,16,2352.52
V00096,1012.9014129105619,14.508011535379564,17.808069124947323,1.2553079630013566,21.16149165001495,0.8945790674059729,P005,27.2279645198496,0.520542354627727,3.234312315739106,0.44229622252556233,P005,Kandla,3,9,2299.37
V00097,1069.3290172948884,18.01501851166402,15.166549853987632,0.6588797235484241,11.368200352349504,0.7444526639560476,P004,38.48521304857822,5.771916087448086,2.3459795444489764,0.9227269454266751,P004,Visakhapatnam,12,18,2000.94
V00098,883.7049857991718,20.253877380073565,18.152615801161886,-1.3557806623978197,1.2478820816136238,0.960836836565659,P003,16.881342281441857,2.0826955888781953,8.477792998431044,0.3381039354376774,P003,Kochi,4,6,1465.25
V00099,99.56729715098561,12.100515168676392,24.103213904006463,1.1167930119604845,25.604087618753574,0.7197849398019905,P005,16.94931935072187,1.510842912885376,2.04514829534918,0.4293130884592602,P005,Kandla,4,9,317.33
V00100,260.3882826369437,10.8583984602107,11.279193642583415,0.4733358210136198,14.631655895434955,0.9961140010579825,P003,1.8307551454898618,2.4704636684583097,5.710238895538638,0.2688003514413465,P003,Kochi,14,6,925.12
V00101,111.28691208913179,24.525631884609286,23.398125628353945,-0.5686972404517967,17.97956908848387,0.8201879998413134,P014,35.615163387469934,2.485092970234919,2.735737470765475,0.6671097491417178,P014,Porbandar,5,11,201.48
V00102,1291.0003019643718,18.498474324563514,8.908743737714373,-0.9382489148829021,21.960920745733706,0.7511888061104306,P013,37.16485549851719,2.751198652368357,2.3583627771644364,0.707894542933107,P013,Karwar,0,17,2292.19
V00103,662.994163098837,24.684067271172285,13.242616619328231,-1.1513884110080488,19.65223299003566,0.9807024950983669,P006,32.525564720565725,4.131229211274991,9.477255428817353,0.6111258193809763,P006,Tuticorin,6,6,949.27
V00104,1041.7128477711703,13.741851781247895,12.89846922639598,-1.3492893022267172,21.92570612443835,0.7136277958689543,P013,4.253818861674268,5.207679411686791,8.603198628983078,0.41765284348286724,P013,Karwar,11,17,2518.72
V00105,1819.7546241558814,19.951538899560234,18.648206833975397,0.7623097438522692,22.868450537335733,0.841031690352695,P004,36.00894724615757,0.3438772807611372,5.159010074748182,0.47983442301735457,P004,Visakhapatnam,2,18,2982.35
V00106,536.1198468403061,11.784261821201042,10.230824180213936,-0.792471003170174,17.674545916938328,0.9310681383773508,P001,0.958226535801634,2.9446113880002316,5.6687498330692145,0.2925146945633142,P001,Mumbai,9,7,1562.58
V00107,850.246699919478,12.44040291165652,22.999909401275815,-1.4272411918702348,10.969134927232702,0.7950251426295103,P019,17.78297292945235,2.483868748956432,8.944900472245587,0.3645229697800406,P019,Gangavaram,14,5,2401.35
V00108,1523.324720158945,16.70233606158361,22.0853739439057,-0.30818804447403214,7.294264491490279,0.8586504009708403,P005,20.02494616405578,0.0652806769129397,8.374695360030719,0.23710759956747274,P005,Kandla,7,9,3014.22
V00109,496.1564227086638,13.433508133637211,19.08511893464972,-0.052178758222983124,27.087097099583616,0.9101239048941405,P013,33.360084041053554,4.898936705415013,7.5329200330318145,0.7095382201109001,P013,Karwar,12,17,1263.81
V00110,200.11082416614633,10.849566585289935,15.793035140467362,-0.9923093072996193,29.09774533914661,0.9855929263003962,P002,30.03436853815884,0.6258792067243404,6.292523039698601,0.41621850503590574,P002,Chennai,12,5,754.6
V00111,615.0153331818476,12.468971933818542,23.86025271641533,-1.3678549915123508,10.729882652946266,0.7308107917813089,P009,31.88387585999543,0.6884880570420295,6.862579498716514,0.4274863724284261,P009,Haldia,0,16,1621.55
V00112,364.3815101453086,8.607722705919699,22.12269143024945,-0.9326235507057934,3.3693218721690066,0.7471680111144758,P010,34.716037982294985,0.2897905083102199,5.1468668263564705,0.4635424105165018,P010,JNPT,4,16,1410.46
V00113,1862.9104220680174,19.975201565117274,16.48835751738116,0.5373082855097229,6.676119813492938,0.85266126855822,P015,19.042836819709027,1.2025298028869031,6.224776195221358,0.3461014978184567,P015,Hazira,8,14,3071.98
V00114,1625.834740150613,16.36598317045965,19.93184702572329,-1.2532689682463807,20.12002037961569,0.825542488345014,P017,31.21009414068686,1.0608976893269895,6.317582365022264,0.45647580672822263,P017,Dhamra,14,13,3303.72
V00115,1285.1373251953257,9.602132128876935,17.637809187054636,0.16511109167098148,5.188001098749923,0.8232388482050998,P020,2.721323776217557,2.087195016530969,8.918716914101548,0.18798523391554256,P020,Sundarbans,0,7,4348.74
V00116,1749.3481508660495,10.91879788318435,17.995018052600496,-1.0607640362755,23.403668191829645,0.7890884508808459,P020,17.781856910021553,3.955622365506178,3.7492324698690362,0.5665420774032467,P020,Sundarbans,0,7,5215.96
V00117,1617.1605499532732,9.743087147914949,13.626593180437013,-0.9129324792587419,27.690907196241408,0.8682054395526868,P018,1.2053069947856443,0.3257653657708741,3.972973058516322,0.1543112998289216,P018,Kakinada,7,16,5413.48
V00118,413.81161482776986,18.414077740689898,15.855438278623245,-0.32076635019990407,28.909545452365414,0.9649865008497149,P015,36.612602612743764,5.161654561048719,3.6875005527321116,0.83648631914271,P015,Hazira,4,14,771.69
V00119,1790.4900470554567,9.601576181412394,9.328064323425652,-1.197523991838806,0.2797651792467204,0.7482773021613591,P017,38.33655127811683,1.9594716921393351,6.6333421930889,0.5813301150620127,P017,Dhamra,4,13,6087.4
V00120,1101.717371735519,20.822799661598673,14.074927758298072,-0.9803894916533614,28.7446249486325,0.7645858988487273,P001,3.3575624115265112,3.6396439864315506,7.561261722770423,0.3249933220886267,P001,Mumbai,5,7,1776.14
V00121,1624.5083025699219,8.348685628446649,19.829084761156583,-0.4531427656459375,22.205832573888532,0.9012470493398756,P010,21.30506577631042,0.07203067326452572,3.9080202470718497,0.339692297705969,P010,JNPT,6,16,6340.61
V00122,1797.378034850812,12.239388395930167,24.204672518605168,-0.5109929835048994,2.5215069679140676,0.7168592962861912,P010,13.005584253474765,2.1948474904102024,7.41569225034056,0.32806516355528326,P010,JNPT,10,16,4816.29
V00123,670.1067761951346,23.141333490162424,24.372089916971344,0.7478144570271956,12.457214063361793,0.9021292598689019,P005,13.701371386515122,0.012305471432209947,7.024729001837442,0.19733949859054972,P005,Kandla,8,9,1001.3
V00124,264.6012528289697,20.21503240807818,17.44728877512316,-1.275653084620727,21.00136423738527,0.7943368452590012,P010,18.028002455019386,0.9927496414632999,4.5686253645081365,0.35509082669091785,P010,JNPT,13,16,491.69
V00125,494.47356695678627,9.240461659736692,18.312578280762896,1.0813522069990302,28.700564779831478,0.8073561794200045,P017,5.002638610182029,2.6871025828279107,3.83855074549587,0.3523955433804303,P017,Dhamra,1,13,1756.54
V00126,882.8601878211998,21.959143776248055,11.157260153516447,0.9486965122183646,4.924241808341777,0.82166481214687,P013,7.230807951356506,3.210524531698499,9.054447626646597,0.30525409576053303,P013,Karwar,5,17,1336.47
