vessel_id,timestamp,distance_to_port_km,speed_knots,avg_speed_last_1hr,acceleration,heading_change,engine_health
V001,35,4.56,19.75,19.52,1.31,4.13,0.8
V001,36,0.0,9.93,10.78,1.13,7.74,0.9
V001,37,0.0,21.89,22.0,0.09,7.26,0.73
V001,38,0.0,23.25,24.05,0.4,10.17,0.8
V001,39,0.0,20.34,21.14,1.16,23.4,0.89
V001,40,0.0,9.43,8.75,1.2,18.19,0.7
V001,41,0.0,9.73,10.05,-1.48,4.82,0.86
V001,42,0.0,19.76,20.07,-0.83,21.37,0.77
V001,43,0.0,13.53,14.02,0.45,25.48,0.9
V001,44,0.0,17.66,16.85,-0.4,7.96,0.77
V001,45,0.0,24.54,24.33,1.18,18.93,0.94
V001,46,0.0,16.54,16.7,-0.02,5.86,0.92
V001,47,0.0,12.77,11.82,0.44,5.31,0.98
V001,48,0.0,24.22,25.05,-0.39,0.46,0.98
V001,49,0.0,15.28,16.21,1.39,25.59,0.79
V001,50,0.0,14.55,15.25,-0.55,5.08,0.87
V001,51,0.0,23.91,24.31,0.21,2.92,0.88
V001,52,0.0,24.83,24.11,0.05,26.32,0.92
V001,53,0.0,19.85,20.25,-0.42,8.81,0.94
V001,54,0.0,21.77,22.51,1.24,15.34,0.85
V001,55,0.0,21.57,21.87,0.61,23.87,0.97
V001,56,0.0,13.75,13.5,-1.22,17.35,0.71
V001,57,0.0,15.92,16.0,-0.64,17.72,0.71
V001,58,0.0,8.63,9.28,-0.42,3.81,0.86
V001,59,0.0,21.09,20.52,0.37,2.56,0.72
V001,60,0.0,17.03,17.11,0.41,21.78,0.99
V001,61,0.0,16.78,16.42,0.89,8.12,0.83
V001,62,0.0,9.33,8.38,1.39,25.08,0.91
V001,63,0.0,14.95,14.3,-1.03,7.51,0.86
V001,64,0.0,20.15,20.47,-0.66,28.65,0.92
V001,65,0.0,17.42,17.65,-0.24,7.43,0.81
V001,66,0.0,20.88,19.91,-1.15,1.38,0.71
V001,67,0.0,22.54,22.95,-0.08,2.94,0.85
V001,68,0.0,16.05,15.4,-0.2,11.96,0.88
V001,69,0.0,18.8,17.89,-0.38,18.78,0.85
V001,70,0.0,22.56,22.88,-1.01,2.12,0.89
V001,71,0.0,8.45,8.62,1.32,17.26,0.82
V001,72,0.0,18.94,18.85,0.14,28.24,0.82
V001,73,0.0,24.34,25.15,-0.91,2.08,0.73
V001,74,0.0,8.31,7.5,0.55,2.14,0.8
V001,75,0.0,22.36,21.41,0.94,8.46,0.74
V001,76,0.0,19.84,20.1,1.13,22.05,0.94
V001,77,0.0,12.79,12.15,0.75,24.21,1.0
V001,78,0.0,15.01,14.76,0.83,10.22,0.98
V001,79,0.0,22.59,22.45,0.75,22.64,0.73
V001,80,0.0,23.34,23.35,0.98,9.6,0.97
V001,81,0.0,14.62,13.64,1.22,2.74,0.8
V001,82,0.0,24.15,25.05,0.22,18.96,0.83
V001,83,0.0,12.98,12.64,0.52,22.57,0.94
V001,84,0.0,21.42,20.61,-0.02,1.73,0.86
V001,85,0.0,15.51,16.28,-0.45,3.51,0.74
V001,86,0.0,20.95,21.18,-1.2,2.52,0.91
V001,87,0.0,9.24,9.88,0.62,2.44,0.73
V001,88,0.0,24.77,24.52,-0.39,24.38,0.98
V001,89,0.0,24.76,25.27,-0.37,2.51,0.93
V001,90,0.0,17.49,17.34,1.22,3.34,0.85
V001,91,0.0,8.19,8.13,-1.33,3.56,0.74
V001,92,0.0,19.04,19.53,0.25,28.87,0.81
V001,93,0.0,12.86,13.59,-0.83,28.9,0.7
V001,94,0.0,24.49,23.57,1.17,15.83,1.0
V001,95,0.0,9.25,9.36,1.41,15.69,0.89
V001,96,0.0,19.83,19.74,0.38,17.53,0.97
V001,97,0.0,8.77,8.33,1.35,26.71,0.84
V001,98,0.0,18.54,18.1,-0.94,13.91,0.81
V001,99,0.0,17.92,17.08,1.42,29.59,0.91
V001,100,0.0,17.11,16.73,0.94,20.54,0.75
V001,101,0.0,23.49,24.13,1.35,21.77,0.88
V001,102,0.0,15.11,15.98,1.1,1.36,0.71
V001,103,0.0,14.4,15.02,1.46,4.51,0.88
V001,104,0.0,14.48,15.41,1.03,25.15,0.84
V001,105,0.0,15.05,14.6,-1.33,25.94,0.94
V001,106,0.0,25.0,25.99,0.17,23.07,0.98
V001,107,0.0,22.44,21.94,-0.15,3.87,0.99
V001,108,0.0,18.3,17.76,0.52,18.54,0.81
V001,109,0.0,9.93,10.27,0.06,23.17,0.86
V001,110,0.0,22.49,22.59,0.18,26.3,0.82
V001,111,0.0,10.28,9.34,0.77,18.61,0.91
V001,112,0.0,11.62,10.89,-1.46,10.52,0.88
V001,113,0.0,14.67,14.54,1.21,10.45,0.85
V001,114,0.0,21.32,21.12,0.37,25.87,0.98
V001,115,0.0,10.5,11.35,-0.02,7.75,0.84
V001,116,0.0,24.66,24.65,-0.51,19.0,0.77
V001,117,0.0,9.29,8.55,-1.12,4.56,0.74
V001,118,0.0,18.89,18.26,-0.46,26.9,0.84
V001,119,0.0,19.35,18.69,-0.92,1.23,0.75
V001,120,0.0,12.74,12.09,-1.23,3.62,0.84
V001,121,0.0,11.51,11.24,0.01,20.71,0.71
V001,122,0.0,21.59,21.85,-1.25,26.21,0.98
V001,123,0.0,9.04,8.59,0.92,22.45,0.76
V001,124,0.0,11.56,11.3,-0.05,18.55,0.81
V001,125,0.0,15.86,16.36,-1.39,7.57,0.91
V001,126,0.0,23.22,23.24,0.1,3.22,0.83
V001,127,0.0,17.05,16.54,-0.69,11.32,0.71
V001,128,0.0,13.48,12.9,-0.52,3.59,0.97
V001,129,0.0,18.09,18.45,0.87,14.95,0.73
V001,130,0.0,17.13,17.3,0.74,12.95,0.74
V001,131,0.0,12.82,12.55,0.44,17.12,0.81
V001,132,0.0,24.77,24.98,-0.79,3.05,0.75
V001,133,0.0,12.18,11.5,-0.94,8.55,0.75
V001,134,0.0,23.25,22.41,0.07,12.31,0.99
V001,135,0.0,9.9,9.7,1.41,25.97,0.95
V001,136,0.0,12.38,11.73,0.51,27.88,0.87
V001,137,0.0,17.72,17.28,0.81,5.61,0.8
V001,138,0.0,15.23,15.25,-0.77,3.45,0.88
V001,139,0.0,12.91,13.07,-1.04,14.43,0.86
V001,140,0.0,8.88,8.55,-1.1,1.9,1.0
V001,141,0.0,13.48,14.1,-0.74,20.45,0.93
V001,142,0.0,18.13,18.07,-0.26,10.47,0.98
V001,143,0.0,22.12,23.05,-1.13,21.93,0.98
V001,144,0.0,11.08,10.21,0.72,17.23,0.95
V001,145,0.0,10.38,10.97,-0.9,4.91,0.75
V001,146,0.0,21.85,22.18,0.07,10.76,0.96
V001,147,0.0,14.67,15.3,-0.18,11.31,0.84
V001,148,0.0,13.12,13.62,0.01,6.97,0.97
V001,149,0.0,14.53,14.61,1.22,18.73,0.74
V001,150,0.0,23.98,24.23,-0.5,4.18,0.94
V001,151,0.0,18.54,18.61,1.18,23.66,0.75
V001,152,0.0,13.3,12.8,0.73,1.01,0.87
V001,153,0.0,20.96,21.72,-0.47,24.64,0.73
V001,154,0.0,22.39,21.64,-0.31,23.92,0.74
V001,155,0.0,11.9,12.34,0.66,19.23,0.91
V001,156,0.0,17.23,16.73,-0.46,5.45,0.97
V001,157,0.0,17.92,17.72,-0.11,28.42,0.75
V001,158,0.0,17.97,17.98,0.33,0.54,0.96
V001,159,0.0,23.85,23.98,0.59,27.67,0.91
V001,160,0.0,10.59,10.75,0.32,12.72,0.92
V001,161,0.0,23.88,24.74,-0.15,3.4,1.0
V001,162,0.0,22.26,21.51,1.26,26.1,0.86
V001,163,0.0,18.05,17.85,-1.34,10.06,0.94
V001,164,0.0,8.08,7.75,-0.31,16.12,0.98
V001,165,0.0,13.89,13.58,0.71,13.57,0.77
V001,166,0.0,15.69,14.97,-0.97,14.95,0.83
V001,167,0.0,23.55,23.28,0.24,18.97,0.7
V001,168,0.0,19.28,18.64,1.38,4.46,0.82
V001,169,0.0,9.45,10.44,0.01,17.86,0.72
V001,170,0.0,20.75,20.17,1.19,6.15,0.76
V001,171,0.0,8.62,8.57,0.19,1.97,0.93
V001,172,0.0,15.71,15.75,-0.18,12.02,0.87
V001,173,0.0,10.64,10.0,1.09,28.38,0.81
V001,174,0.0,12.6,12.89,-0.27,0.76,0.75
V001,175,0.0,20.17,20.49,-1.42,6.66,0.77
V001,176,0.0,19.42,18.46,-1.19,24.0,0.75
V001,177,0.0,19.1,18.57,-1.2,7.3,0.92
V001,178,0.0,22.55,23.21,-0.31,20.04,0.76
V001,179,0.0,12.98,13.78,-1.46,2.57,0.76
V001,180,0.0,8.45,7.81,0.25,12.64,0.97
V001,181,0.0,21.9,21.58,-0.72,11.39,0.88
V001,182,0.0,12.56,12.81,-0.27,16.56,0.83
V001,183,0.0,13.01,13.9,0.79,4.2,0.96
V001,184,0.0,16.29,17.08,0.9,12.76,0.71
V001,185,0.0,12.57,12.65,0.4,7.74,0.74
V001,186,0.0,22.19,23.16,0.08,5.15,0.78
V001,187,0.0,8.31,9.14,-1.15,17.3,0.78
V001,188,0.0,17.42,17.72,0.99,6.19,0.7
V001,189,0.0,10.33,11.13,1.12,17.92,0.88
V001,190,0.0,19.31,18.66,1.24,12.56,0.81
V001,191,0.0,16.82,15.92,-1.0,22.14,0.72
V001,192,0.0,18.25,17.74,-0.33,8.66,0.81
V001,193,0.0,20.22,19.82,0.2,14.28,0.9
V001,194,0.0,23.93,24.39,-0.86,0.94,0.78
V001,195,0.0,18.12,17.22,-0.01,17.91,0.8
V001,196,0.0,21.11,20.32,-1.27,21.85,0.85
V001,197,0.0,19.7,19.57,-0.76,24.57,0.94
V001,198,0.0,19.81,19.35,0.27,10.83,0.73
V001,199,0.0,23.59,22.87,1.35,13.38,0.76
V002,0,1270.55,22.84,23.3,0.92,19.76,0.91
V002,1,1229.0,22.44,21.94,-0.03,6.64,1.0
V002,2,1184.46,24.05,23.13,0.62,27.76,0.75
V002,3,1151.76,17.66,18.49,-1.4,20.92,0.79
V002,4,1107.84,23.71,24.66,1.33,14.23,0.96
V002,5,1066.44,22.36,22.0,0.99,1.11,0.88
V002,6,1044.38,11.91,11.15,-1.27,20.89,0.8
V002,7,1006.75,20.32,19.45,-0.55,16.18,0.94
V002,8,981.89,13.42,13.67,1.16,18.48,0.77
V002,9,966.31,8.41,9.16,-1.44,26.24,0.86
V002,10,921.93,23.96,24.56,1.49,10.52,0.93
V002,11,894.46,14.83,14.79,0.38,26.21,1.0
V002,12,855.45,21.06,20.9,-0.24,22.13,0.77
V002,13,837.16,9.88,9.59,-0.64,8.89,0.77
V002,14,821.02,8.72,7.75,1.46,12.83,0.82
V002,15,784.8,19.55,18.99,1.35,23.59,0.73
V002,16,756.84,15.1,15.86,1.33,14.02,0.88
V002,17,736.77,10.84,11.82,-0.8,28.28,0.89
V002,18,702.82,18.33,18.36,-0.81,5.3,0.77
V002,19,682.13,11.17,11.73,-0.45,1.74,0.99
V002,20,639.49,23.02,23.88,1.48,5.22,0.82
V002,21,600.8,20.89,21.28,-1.04,24.47,0.77
V002,22,578.94,11.8,11.88,0.28,17.4,0.73
V002,23,536.5,22.92,22.45,-1.11,26.66,0.99
V002,24,494.54,22.66,23.28,0.47,16.53,0.73
V002,25,466.86,14.94,14.69,-0.72,21.7,0.85
V002,26,449.49,9.38,8.82,0.55,2.28,0.96
V002,27,419.09,16.42,16.38,0.28,24.74,0.8
V002,28,382.93,19.53,19.66,-0.7,26.36,0.94
V002,29,347.38,19.19,19.89,1.1,21.25,0.95
V002,30,310.6,19.86,20.22,0.36,22.58,0.75
V002,31,268.05,22.97,23.72,-1.41,24.77,0.74
V002,32,242.69,13.7,14.18,-1.02,24.54,0.95
V002,33,211.89,16.63,15.64,-0.64,18.51,0.99
V002,34,177.19,18.74,18.26,0.4,16.2,0.93
V002,35,159.0,9.82,10.34,0.12,28.89,0.8
V002,36,124.27,18.75,19.62,-1.19,28.12,0.91
V002,37,107.32,9.15,8.76,0.62,2.02,0.87
V002,38,81.61,13.88,14.12,-1.36,26.15,0.99
V002,39,36.29,24.47,24.97,-1.11,22.75,0.71
V002,40,20.78,8.38,8.02,-0.03,23.11,0.9
V002,41,0.0,15.58,15.13,1.49,12.79,0.84
V002,42,0.0,10.78,11.37,0.58,6.62,0.72
V002,43,0.0,19.57,19.88,-0.68,28.53,0.75
V002,44,0.0,15.35,16.24,-0.24,19.16,0.82
V002,45,0.0,12.66,13.63,-0.27,26.82,0.77
V002,46,0.0,11.62,10.69,0.46,11.06,0.96
V002,47,0.0,16.04,16.98,-0.94,26.06,0.93
V002,48,0.0,21.11,21.8,0.78,18.79,0.74
V002,49,0.0,8.55,9.39,0.35,23.9,0.84
V002,50,0.0,9.99,9.24,0.56,12.91,0.76
V002,51,0.0,16.36,15.49,0.25,8.07,0.94
V002,52,0.0,13.28,13.19,-1.47,2.17,0.82
V002,53,0.0,16.16,16.36,-0.63,20.85,0.96
V002,54,0.0,21.26,20.34,-0.06,3.15,0.77
V002,55,0.0,24.77,24.06,-0.0,18.54,0.91
V002,56,0.0,17.51,16.53,-0.52,15.53,0.73
V002,57,0.0,13.96,13.03,-1.26,11.91,0.74
V002,58,0.0,17.65,18.03,0.9,6.0,0.75
V002,59,0.0,9.78,10.05,0.62,0.95,0.98
V002,60,0.0,8.88,8.97,0.63,26.13,0.91
V002,61,0.0,21.63,21.31,0.94,2.4,0.97
V002,62,0.0,17.31,17.94,-0.14,19.31,0.86
V002,63,0.0,20.44,19.6,-1.32,7.41,0.75
V002,64,0.0,22.82,22.26,1.43,10.11,0.75
V002,65,0.0,21.42,21.74,-0.01,16.66,0.92
V002,66,0.0,11.88,12.88,1.42,19.51,0.76
V002,67,0.0,19.56,18.71,-1.41,7.73,0.84
V002,68,0.0,22.76,23.21,0.73,12.76,0.8
V002,69,0.0,14.31,15.28,-1.38,26.01,0.87
V002,70,0.0,15.46,15.91,-0.04,26.2,0.97
V002,71,0.0,15.17,14.72,0.28,27.37,0.76
V002,72,0.0,18.59,18.85,0.7,3.95,0.91
V002,73,0.0,23.45,22.81,-0.79,29.14,0.75
V002,74,0.0,22.52,22.51,-0.76,26.12,0.83
V002,75,0.0,16.75,16.47,0.28,4.91,0.82
V002,76,0.0,24.48,24.0,0.47,9.76,0.93
V002,77,0.0,10.22,11.16,-0.14,7.08,0.72
V002,78,0.0,10.89,10.93,-0.49,24.87,0.83
V002,79,0.0,12.23,12.46,0.62,5.01,0.75
V002,80,0.0,8.62,9.1,0.49,14.24,0.95
V002,81,0.0,21.7,21.87,1.1,6.18,0.73
V002,82,0.0,12.59,11.7,0.09,28.1,0.71
V002,83,0.0,10.08,9.98,1.3,9.48,0.85
V002,84,0.0,8.71,8.0,1.46,28.95,0.7
V002,85,0.0,24.18,24.46,1.1,13.64,0.85
V002,86,0.0,16.31,16.64,-1.08,0.9,0.79
V002,87,0.0,19.98,19.38,0.52,29.1,0.73
V002,88,0.0,19.43,19.32,1.1,5.31,0.91
V002,89,0.0,22.25,23.14,0.55,14.92,0.89
V002,90,0.0,22.77,22.91,-1.41,27.93,0.91
V002,91,0.0,19.5,18.93,0.48,11.82,0.9
V002,92,0.0,9.81,10.13,1.5,1.45,0.99
V002,93,0.0,14.92,15.66,0.85,17.01,0.92
V002,94,0.0,22.93,22.74,-0.52,20.03,0.94
V002,95,0.0,20.96,21.55,-0.19,24.54,0.74
V002,96,0.0,17.26,16.27,-0.53,10.99,0.82
V002,97,0.0,19.82,19.6,-0.15,7.13,0.81
V002,98,0.0,11.86,11.01,0.31,20.05,0.89
V002,99,0.0,15.88,15.64,1.09,15.57,0.84
V002,100,0.0,8.44,8.12,-0.36,11.96,0.87
V002,101,0.0,17.07,17.29,0.79,24.39,0.92
V002,102,0.0,24.24,23.28,-0.91,0.23,0.89
V002,103,0.0,23.27,22.75,1.28,1.81,0.98
V002,104,0.0,13.98,13.18,-0.04,7.7,0.79
V002,105,0.0,13.22,13.83,0.12,9.34,0.88
V002,106,0.0,20.17,19.72,-0.26,3.66,0.75
V002,107,0.0,19.58,18.94,0.08,21.27,0.73
V002,108,0.0,17.64,17.16,1.39,14.51,0.94
V002,109,0.0,17.35,16.44,0.4,28.54,0.88
V002,110,0.0,21.93,22.69,-0.82,6.36,0.88
V002,111,0.0,14.99,15.67,1.2,10.6,0.77
V002,112,0.0,21.27,20.82,0.97,12.71,0.9
V002,113,0.0,9.62,9.87,-0.14,17.6,0.75
V002,114,0.0,20.53,21.25,-0.85,2.87,0.71
V002,115,0.0,18.91,19.13,0.14,6.96,0.82
V002,116,0.0,18.11,18.1,1.46,4.09,0.91
V002,117,0.0,14.87,14.73,0.65,20.77,1.0
V002,118,0.0,10.18,9.39,0.67,17.35,0.78
V002,119,0.0,9.35,8.52,1.18,5.76,0.8
V002,120,0.0,11.85,11.56,-1.29,15.57,0.72
V002,121,0.0,21.61,21.07,0.12,26.4,0.9
V002,122,0.0,17.06,16.71,-0.5,20.08,1.0
V002,123,0.0,19.25,19.37,0.69,13.96,0.72
V002,124,0.0,17.56,18.47,-0.97,20.7,0.76
V002,125,0.0,17.11,16.3,-0.15,22.68,0.8
V002,126,0.0,19.3,19.89,1.28,7.04,0.82
V002,127,0.0,10.59,11.58,1.28,16.2,0.95
V002,128,0.0,16.86,17.1,-1.23,22.66,0.74
V002,129,0.0,22.04,22.61,0.63,1.08,0.79
V002,130,0.0,12.47,12.19,-1.24,28.11,0.87
V002,131,0.0,13.19,12.99,-0.16,18.02,0.85
V002,132,0.0,23.63,23.62,1.48,25.54,0.76
V002,133,0.0,23.82,23.05,0.95,11.42,0.96
V002,134,0.0,22.76,23.37,0.87,9.14,0.72
V002,135,0.0,14.85,14.2,0.58,10.38,0.99
V002,136,0.0,18.9,19.54,-1.1,25.86,0.98
V002,137,0.0,16.28,16.49,0.79,5.25,0.85
V002,138,0.0,14.78,14.07,-0.4,2.05,0.71
V002,139,0.0,10.3,11.22,0.15,28.97,0.83
V002,140,0.0,13.3,13.31,-0.18,3.17,0.89
V002,141,0.0,11.67,11.91,0.45,4.56,0.72
V002,142,0.0,21.27,21.19,-1.33,29.85,0.72
V002,143,0.0,19.82,20.78,-0.78,4.27,0.74
V002,144,0.0,13.16,12.36,0.58,1.87,0.85
V002,145,0.0,24.94,25.57,0.35,9.19,0.89
V002,146,0.0,16.96,16.81,-1.11,26.6,0.83
V002,147,0.0,11.31,11.04,-0.26,24.83,0.92
V002,148,0.0,21.08,20.1,-0.25,14.44,0.71
V002,149,0.0,12.42,12.94,-1.09,16.06,0.76
V002,150,0.0,8.21,7.69,1.43,24.05,0.99
V002,151,0.0,16.29,15.51,0.14,13.63,0.95
V002,152,0.0,9.67,9.64,-1.05,9.74,0.92
V002,153,0.0,16.09,15.84,-0.32,13.78,0.94
V002,154,0.0,23.17,24.08,0.86,9.46,0.91
V002,155,0.0,15.44,14.95,1.02,1.15,0.97
V002,156,0.0,15.85,16.12,0.48,26.85,0.89
V002,157,0.0,18.44,17.57,0.06,4.51,0.92
V002,158,0.0,16.71,17.07,-1.37,2.54,0.91
V002,159,0.0,9.23,8.37,-1.46,28.7,0.92
V002,160,0.0,14.01,13.6,-0.45,23.24,0.9
V002,161,0.0,11.15,10.5,-1.2,19.81,0.93
V002,162,0.0,12.51,11.55,-1.25,29.04,0.79
V002,163,0.0,21.08,21.33,-0.35,6.17,0.74
V002,164,0.0,18.46,19.0,0.43,15.91,0.71
V002,165,0.0,24.46,25.06,-0.62,29.4,0.88
V002,166,0.0,17.9,18.4,0.94,19.69,0.74
V002,167,0.0,13.75,14.61,-0.83,11.17,0.83
V002,168,0.0,15.47,15.7,1.33,7.22,0.74
V002,169,0.0,11.36,12.13,0.44,8.58,0.94
V002,170,0.0,22.64,23.34,1.26,7.57,0.93
V002,171,0.0,15.83,16.51,0.69,23.29,0.9
V002,172,0.0,11.02,11.11,1.45,28.12,0.71
V002,173,0.0,10.8,10.07,0.68,24.53,0.76
V002,174,0.0,16.6,17.28,0.7,16.27,0.88
V002,175,0.0,16.64,16.24,0.2,20.67,0.96
V002,176,0.0,18.82,19.34,-1.02,13.85,0.7
V002,177,0.0,12.19,12.65,1.48,2.98,0.82
V002,178,0.0,21.6,21.01,0.17,21.99,0.88
V002,179,0.0,11.2,10.91,0.85,16.63,0.7
V002,180,0.0,20.94,20.01,0.74,6.07,0.99
V002,181,0.0,14.25,13.91,-1.05,9.17,0.96
V002,182,0.0,24.94,24.67,-0.15,21.66,0.97
V002,183,0.0,18.08,17.86,-0.26,20.87,0.7
V002,184,0.0,18.53,18.24,0.88,2.79,0.88
V002,185,0.0,16.18,16.46,-1.31,17.4,0.87
V002,186,0.0,17.53,17.74,0.53,24.15,0.78
V002,187,0.0,22.03,22.02,-1.27,1.76,0.8
V002,188,0.0,21.34,21.76,0.87,15.52,0.83
V002,189,0.0,10.51,10.16,-0.2,2.66,0.77
V002,190,0.0,18.17,18.64,1.5,27.99,0.89
V002,191,0.0,15.16,15.43,0.86,3.55,0.82
V002,192,0.0,22.28,22.04,0.22,17.63,0.76
V002,193,0.0,14.16,13.83,-1.42,0.73,0.95
V002,194,0.0,12.64,12.68,-0.6,28.22,0.78
V002,195,0.0,15.3,16.05,1.03,5.58,0.94
V002,196,0.0,15.79,15.76,-1.1,2.42,0.92
V002,197,0.0,16.44,16.31,0.69,22.97,0.75
V002,198,0.0,18.37,17.64,0.75,19.71,0.99
V002,199,0.0,9.17,8.29,-0.65,7.85,0.77
V003,0,1836.71,12.24,11.79,0.78,13.49,0.93
V003,1,1819.84,9.11,9.09,-1.4,1.88,0.97
V003,2,1800.64,10.37,10.43,-0.27,10.42,0.97
V003,3,1785.13,8.37,8.7,1.39,16.81,0.98
V003,4,1768.67,8.89,8.73,-0.72,21.92,0.99
V003,5,1745.78,12.36,12.67,-0.91,16.96,0.84
V003,6,1700.36,24.52,24.74,-0.45,3.42,0.75
V003,7,1678.45,11.83,11.33,1.05,16.84,0.86
V003,8,1660.02,9.95,10.67,0.67,2.03,0.91
V003,9,1628.09,17.24,16.4,-0.13,14.54,0.75
V003,10,1583.5,24.08,24.78,0.51,13.87,0.82
V003,11,1548.19,19.07,19.16,-1.31,15.38,0.94
V003,12,1518.92,15.81,14.91,0.86,6.04,0.78
V003,13,1498.91,10.8,10.46,0.77,15.58,0.76
V003,14,1456.46,22.92,23.68,1.11,7.16,0.84
V003,15,1410.63,24.74,25.29,-1.42,1.96,0.84
V003,16,1367.19,23.46,23.53,-0.01,3.16,0.9
V003,17,1326.49,21.98,21.74,0.83,28.93,0.76
V003,18,1295.2,16.9,16.47,0.88,17.33,0.89
V003,19,1255.26,21.56,21.36,1.25,15.99,0.75
V003,20,1218.54,19.83,20.42,-0.55,25.72,0.97
V003,21,1195.0,12.71,13.67,-1.08,6.06,0.76
V003,22,1152.04,23.2,23.51,-1.04,13.21,0.88
V003,23,1134.6,9.42,10.18,0.91,15.16,0.99
V003,24,1106.63,15.1,16.07,0.5,19.04,0.75
V003,25,1064.04,22.99,22.85,-1.01,0.38,0.87
V003,26,1032.62,16.97,17.4,1.17,2.38,0.92
V003,27,1011.91,11.19,11.9,0.96,16.22,0.91
V003,28,987.19,13.34,13.29,0.96,13.78,0.81
V003,29,956.82,16.4,17.06,-0.49,5.21,0.91
V003,30,916.0,22.04,21.24,-0.78,4.26,0.8
V003,31,887.0,15.66,16.15,0.45,18.63,0.81
V003,32,845.69,22.3,22.25,1.44,19.02,0.74
V003,33,809.59,19.5,19.15,0.56,2.09,0.75
V003,34,767.83,22.55,22.0,1.01,8.38,0.89
V003,35,731.16,19.8,19.83,-0.58,6.38,0.71
V003,36,706.78,13.17,13.47,1.31,26.14,0.93
V003,37,667.14,21.4,21.73,-0.72,27.22,0.9
V003,38,634.68,17.53,16.75,-0.16,13.81,0.96
V003,39,602.65,17.29,17.05,1.43,3.32,0.83
V003,40,586.51,8.71,9.19,1.25,8.4,0.96
V003,41,562.49,12.97,13.79,0.76,24.15,0.71
V003,42,517.36,24.37,24.82,-0.59,24.88,0.78
V003,43,475.07,22.84,22.06,0.61,16.22,0.73
V003,44,452.64,12.11,11.14,-0.09,9.04,0.88
V003,45,428.46,13.05,12.65,0.73,1.44,0.97
V003,46,386.82,22.49,22.82,0.28,26.77,0.76
V003,47,369.51,9.34,8.82,0.88,1.04,0.87
V003,48,323.36,24.92,25.63,0.06,1.91,0.95
V003,49,289.68,18.18,17.41,-1.22,27.29,0.9
V003,50,248.76,22.1,22.86,0.22,15.52,0.83
V003,51,223.96,13.39,13.26,0.82,18.06,0.97
V003,52,195.19,15.54,15.75,0.39,17.75,0.91
V003,53,172.9,12.04,12.06,-1.19,11.54,0.85
V003,54,137.55,19.09,19.99,0.3,22.31,0.85
V003,55,102.77,18.78,17.92,-0.74,10.86,0.84
V003,56,86.51,8.78,8.06,-0.67,29.15,0.8
V003,57,56.52,16.19,15.59,0.33,8.42,0.76
V003,58,25.44,16.78,15.79,-1.48,6.57,0.71
V003,59,7.22,9.84,9.51,0.91,17.16,0.85
V003,60,0.0,12.99,13.85,-0.31,2.61,0.89
V003,61,0.0,9.94,9.63,0.02,26.23,0.85
V003,62,0.0,19.94,20.92,-1.11,8.24,0.82
V003,63,0.0,15.17,14.99,1.22,21.42,0.88
V003,64,0.0,13.26,13.91,1.37,24.64,0.7
V003,65,0.0,18.82,17.92,-0.73,1.79,0.88
V003,66,0.0,19.67,18.9,-0.35,13.69,0.81
V003,67,0.0,10.06,9.9,0.75,2.13,0.72
V003,68,0.0,14.03,14.91,0.51,20.36,0.81
V003,69,0.0,18.09,17.11,0.41,27.4,0.88
